V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
0.19293988,0.25760964,0.21452399,0.39430633,0.2776312,0.28225455,0.22162618,0.3895141,0.31539485,0.36747426,0.2256326,0.35164708,0.34284058,0.38213396,0.3906809,0.3695867,0.41362578,0.27881786,0.36116472,0.28464633,0.41493157,0.35099965,0.25117624,0.23095664,0.21218124,0.4149444,0.36131626,0.34104446,0.26879704,0.3573594,0.36978087,0.32759616,0.38761008,0.38503218,0.3804689,0.29099205,0.26556522,0.3191933,0.23898996,0.28966767,0.16381,0.34145606,0.32840815,0.24084465,0.3794585,0.18949054,0.25749335,0.36572823,0.37180364,0.35461524,0.20704915,0.23649359,0.239236,0.25952676,0.3170189,0.34762606,0.27762428,0.35081333,0.28203598,0.25522503,0.24241468,0.2820009,0.29540986,0.2710608,0.3829777,0.37841287,0.40944394,0.37360105,0.24683498,0.35997567,0.19541241,0.21787259,0.35123608,0.20360364,0.42235234,0.24094899,0.2694291,0.19895402,0.21001673,0.37000018,0.35106486,0.37343174,0.19702478,0.38704973,0.20959601,0.2790155,0.35958683,0.33448762,0.34321478,0.37013742,0.34536678,0.41535082,0.2594327,0.31059617,0.2938778,0.41879302,0.38551325,0.27367204,0.44710106,0.28626394
0.31716704,0.6281186,0.25707293,0.3962853,0.5866016,0.5260571,0.52600145,0.27164674,0.37542596,0.37066865,0.3626036,0.3909914,0.41655272,0.51798713,0.490498,0.6296836,0.6591386,0.78475714,0.5312836,0.5291454,0.41872248,0.55649996,0.58117354,0.25209254,0.4805943,0.53345495,0.6571893,0.122094885,0.46637976,0.23070122,0.4999054,0.35482636,0.33606854,0.38808572,0.3720963,0.48403162,0.23301938,0.4712503,0.2528618,0.36572564,0.3470195,0.30704907,0.5841937,0.3082595,0.35147235,0.4126163,0.52301645,0.44748405,0.3483932,0.6104957,0.49585837,0.5189319,0.60196173,0.3871248,0.45293915,0.43904272,0.45571882,0.49283314,0.5763653,0.29023743,0.3509823,0.423226,0.3494084,0.30104733,0.49175793,0.6093271,0.35356453,0.5962193,0.53227806,0.60423857,0.48127767,0.24015407,0.43668637,0.418139,0.40733474,0.4657587,0.31579313,0.21764109,0.25322157,0.33278763,0.19314164,0.4061369,0.2248436,0.5248492,0.3953148,0.50278455,0.403548,0.46124014,0.4725232,0.5019218,0.41550487,0.34172496,0.2923581,0.39746374,0.3631875,0.4766304,0.15889864,0.4947719,0.5509717,0.49633086
0.59050286,0.65275633,0.3249926,0.3661619,0.38312334,0.5852004,0.73930866,0.5190187,0.37295982,0.13697982,0.4021088,0.49654835,0.5347177,0.003125697,0.2972698,0.3975671,0.08480874,0.26540378,0.20165953,0.26400623,0.22541185,0.30729115,0.36807644,0.59761286,0.54314154,0.30258447,0.114956826,0.73743916,0.18619162,0.31748134,0.5019413,0.54676986,0.47607428,0.20387548,0.6448244,0,0.4977078,0.3432643,0.52998126,0.6697142,0.5415286,0.6023878,0.38800734,0.2946769,0.2790722,0.5614203,0.34149578,0.4299574,0.26750106,0.041929603,0.46553934,0.2938123,0.26842177,0.5444515,0.40580362,0.48987952,0.3880186,0.411827,0.18938103,0.43403494,0.65320075,0.65697455,0.18771622,0.19032079,0.52758366,0,0.53647614,0.4747806,0.4644353,0.1261467,0.53369784,0.67957246,0.20989752,0.6089162,0.19888756,0.19651598,0.59728736,0.5019072,0.40926602,0.45143032,0.14755481,0.29206485,0.65448153,0.54660904,0.77121776,0.42195004,0.5675206,0.6075718,0.4214539,0.5936976,0.5207182,0.30791324,0.24263659,0.18824387,0.44763985,0.36990395,0.5716042,0.43802017,0.31510928,0.16643189
0.7325547,0.45548263,0.29579848,0.3599643,0.14983438,0.6960648,0.6620025,0.38208783,0.6049557,0.33742005,0.40846458,0.3676037,0.5470726,0,0.2930572,0.57563204,0.11556058,0.3116056,0.35171735,0.37732,0.37010223,0.425062,0.43818694,0.71453226,0.5587443,0.31038734,0.3006978,0.609113,0.36609966,0.2657516,0.58681214,0.5725585,0.4077699,0.4151532,0.61476475,0.03281197,0.6467863,0.20086743,0.52456284,0.50254345,0.6465715,0.5655985,0.52366793,0.251885,0.06274885,0.5450494,0.40375227,0.67391735,0.35476154,0.33481354,0.5607993,0.27632743,0.06385204,0.55443966,0.4194194,0.4701428,0.56281817,0.72711074,0.12636077,0.60274386,0.5517549,0.49588832,0.38856488,0.33317775,0.4830231,0.24510567,0.39742985,0.43530613,0.58488274,0.18419556,0.5502629,0.5576044,0.2588199,0.70566213,0.43219346,0.3332382,0.67853373,0.46689612,0.58071125,0.47637293,0.084609374,0.24768129,0.65394956,0.63867,0.8607367,0.4825623,0.46806246,0.6545305,0.34237033,0.79817975,0.75049555,0.47341052,0.43504936,0.2950964,0.44287142,0.35640186,0.59242594,0.43009353,0.4227727,0.2811966
0.48914847,0.32088506,0.3463503,0.65787685,0.6701677,0.69778097,0.36748224,0.5447893,0.46753693,0.6059712,0.4763489,0.33201677,0.37464267,0.49428388,0.34527147,0.3461437,0.51497066,0.90789795,0.53176033,0.57843906,0.5647143,0.70844126,0.4345814,0.5613144,0.3624052,0.2747072,0.45986134,0.9620298,0.22872323,0.57773066,0.5633072,0.56851983,0.67151016,0.34304702,0.4522388,0.5568675,0.2436171,0.76237637,0.41480398,0.48231745,0.58025444,0.25658473,0.30882367,0.27474558,0.25300413,0.55192685,0.30024675,0.44001245,0.579459,0.4258914,0.4167538,0.41158926,0.8275868,0.37858936,0.5588917,0.5341004,0.31832352,0.42946514,0.4779911,0.31605688,0.57718766,0.55088377,0.26780117,0.5053809,0.70238763,0.53824884,0.3246394,0.3628255,0.6544313,0.5200015,0.5315301,0.70147866,0.7118598,0.5750257,0.5246726,0.78090936,0.30259508,0.25801373,0.31726417,0.7517804,0.7208604,0.8714335,0.69268125,0.5284877,0.49363452,0.6276499,0.5313543,0.94038785,0.47519436,0.7252446,0.34248486,0.38487414,0.4775998,0.36922106,0.7363928,0.30446345,0.6706393,0.5953652,0.4164623,0.7055758
0.3579267,0.7705463,1.1368632,0.8021672,0.74801296,0.6827687,0.9205555,0.5604462,0.63726616,0.8805442,0.71906734,0.3952573,0.5642892,0.80767965,0.980321,0.8876588,0.83841705,0.8587017,0.6344495,1.1257035,0.8435019,0.49247712,0.55546266,0.67644167,0.8168136,0.59963965,0.9413161,0.64800143,0.3970678,0.7729855,0.6190021,0.49653172,0.77306867,0.41570345,0.64562607,0.557631,0.599885,0.7664379,0.8101379,0.7317379,0.54499185,0.47104013,0.5051483,0.90608126,0.60303485,0.7404115,0.48989177,0.5355536,0.8687709,1.0610069,0.72450113,0.88005674,1.0720077,0.7912238,0.7175146,0.4572686,0.18365812,0.639141,0.88875574,0.73629797,0.88418794,0.5034404,0.5943592,0.674025,0.5731624,0.50291127,0.88303673,0.8908106,0.63282216,0.71016335,0.9439437,0.4080103,0.8238095,0.6248754,1.0397128,1.1368929,0.34271154,0.47125643,0.752197,0.975337,0.8447753,0.6905191,0.6905864,0.37996578,0.618204,0.3761915,0.5477087,0.29652926,0.7501806,0.66048014,0.4676908,0.50199544,0.6153205,0.51656926,0.8219813,0.61952484,0.18743913,0.83445156,0.66965276,0.814595
0.32097456,0.2977817,0.40964168,0.35085016,0.34188026,0.21107365,0.30208343,0.4556039,0.39499435,0.4494477,0.46565324,0.26201126,0.31023666,0.5768701,0.32511973,0.4246307,0.48482025,0.3962435,0.37940025,0.42556614,0.21527448,0.30983287,0.4136923,0.40151882,0.3552498,0.33970284,0.40683755,0.25078267,0.46143284,0.393804,0.30755544,0.18333562,0.3572518,0.39831135,0.23473303,0.25853437,0.21036865,0.37188306,0.30697644,0.3707735,0.33484358,0.37036875,0.47470242,0.35523847,0.40011913,0.50237453,0.20352823,0.43650866,0.37744612,0.39176863,0.17816013,0.3657453,0.31692603,0.284795,0.31235492,0.38655812,0.36824808,0.44293302,0.45695758,0.39909077,0.43537945,0.45222628,0.36125362,0.21055938,0.2378768,0.4979487,0.36003128,0.19564521,0.2483713,0.18708348,0.1702525,0.37959325,0.3371513,0.27788132,0.4538104,0.26185715,0.38085014,0.20889634,0.3445299,0.30258352,0.34308776,0.40560186,0.36848104,0.20354155,0.374758,0.36461347,0.29124323,0.47933543,0.43468565,0.3889674,0.32808477,0.32817602,0.2369013,0.4063186,0.3890097,0.48626876,0.40945208,0.45295385,0.3446343,0.4021852
0.3686555,0.37529662,0.4270988,0.6672015,0.66959256,0.34090954,0.52578455,0.6327063,0.34080967,0.54442483,0.52281225,0.32608485,0.6050854,0.66541827,0.508751,0.32620084,0.62472606,0.22714938,0.45637718,0.31191432,0.3105654,0.4974665,0.14488569,0.5059086,0.3995863,0.40809768,0.48588145,0.5105206,0.43843043,0.45595843,0.4304353,0.54805714,0.39519852,0.5621419,0.46598536,0.44386846,0.28638664,0.54851466,0.46595877,0.5542734,0.6416198,0.38534114,0.47392774,0.6251869,0.4712937,0.72358847,0.27696052,0.5686801,0.51283324,0.68371785,0.52221006,0.3597933,0.49237657,0.38466766,0.45850265,0.5353811,0.6351582,0.45114136,0.21061565,0.48148024,0.5293179,0.37699687,0.3980543,0.3906443,0.38573992,0.47960252,0.4333647,0.5476151,0.35259163,0.43885875,0.30176544,0.4627514,0.37365323,0.4285288,0.59160084,0.5543047,0.28646952,0.3788103,0.7066405,0.52920353,0.4963259,0.6437212,0.4470294,0.61576855,0.47535723,0.46977586,0.21311986,0.64628196,0.23395619,0.48685753,0.27125475,0.4394336,0.4838572,0.45107752,0.47444612,0.6892208,0.4705644,0.43376124,0.49076882,0.57351017
0.47315055,0.5165782,0.5086905,0.40407923,0.4087947,0.5286759,0.31410947,0.2891656,0.6137636,0.42831844,0.39241654,0.41638452,0.63385516,0.54585934,0.689731,0.4133829,0.4996973,0.40096295,0.26218206,0.45351776,0.47224241,0.119898446,0.2210946,0.3555354,0.65058386,0.48542565,0.21293567,0.40860528,0.46560723,0.41844386,0.30309653,0.23841816,0.36951885,0.27151677,0.33930942,0.701056,0.33727503,0.5143933,0.43495727,0.35281393,0.5200534,0.38732374,0.33392486,0.30026406,0.41593534,0.28151417,0.25816566,0.39221096,0.38558984,0.621729,0.57156074,0.31813756,0.545476,0.39203328,0.1550941,0.44898298,0.3346365,0.30173618,0.14428507,0.46499878,0.13870469,0.41339648,0.3222736,0.48640132,0.43134087,0.38548577,0.425578,0.13638756,0.48087487,0.46261036,0.5118965,0.37850907,0.4507218,0.42200923,0.37898254,0.513948,0.4032082,0.3133521,0.39300695,0.46354973,0.37283736,0.27536994,0.34056473,0.28750828,0.43597466,0.3911733,0.3063227,0.27069643,0.38599956,0.1745413,0.21311004,0.42421794,0.38461468,0.46150607,0.6281839,0.36605993,0.55527526,0.30698532,0.4602281,0.66415966
0.24545573,0.36200976,0.5531858,0.2642241,0.41503316,0.5486189,0.39067233,0.50883025,0.29062212,0.57278574,0.39090827,0.20002949,0.5700204,0.3381703,0.31169444,0.6076265,0.6555262,0.5487214,0.3135483,0.57632,0.53874874,0.5365283,0.32000238,0.26259437,0.55915546,0.47207245,0.69792676,0.49652398,0.37408912,0.44194198,0.22284701,0.34491616,0.47923076,0.30086738,0.34318572,0.32004127,0.57474124,0.39622188,0.4912507,0.3955476,0.6594854,0.33547756,0.47231364,0.5217191,0.5550604,0.38087004,0.36298776,0.4507289,0.455707,0.645617,0.34846824,0.45160878,0.6894944,0.38998815,0.46529812,0.29328847,0.5010917,0.38550994,0.5607991,0.4039118,0.3415035,0.21719308,0.33514416,0.30449834,0.19646412,0.58828133,0.3269198,0.341721,0.4335338,0.42604852,0.661178,0.28425434,0.3888532,0.39013988,0.5705567,0.42671788,0.42986074,0.32909167,0.3861302,0.42479354,0.54350674,0.24473335,0,0.57196707,0.32781214,0.6792827,0.5799533,0.3824445,0.66336954,0.33669043,0.2401937,0.3508663,0.35480225,0.4438765,0.6610395,0.49718446,0.4251857,0.42229584,0.6103554,0.60320204
0.23700123,0.38162237,0.2959803,0.42969257,0.6049313,0.38856012,0.54717547,0.61939895,0.4779908,0.3473534,0.6029473,0.4753313,0.7228193,0.71148187,0.5108097,0.57289493,0.6465411,0.5791161,0.7060435,0.4772311,0.40763158,0.4119032,0.41935426,0.1553429,0.5582494,0.60837543,0.6314336,0.4737702,0.36313218,0.45150572,0.51452124,0.23046236,0.3860868,0.3555681,0.5448681,0.39043963,0.5861721,0.5794626,0.53378356,0.470932,0.47691414,0.23692398,0.40086016,0.55610067,0.21368906,0.7701922,0.4817139,0.4503212,0.28870296,0.41300243,0.38945743,0.70108825,0.3155076,0.69695246,0.45667326,0.45359567,0.6079056,0.17284723,0.43666738,0.61041296,0.33143848,0.5188715,0.74199593,0.618011,0.469267,0.5847792,0.6866814,0.4308833,0.4419465,0.5843392,0.3997733,0.6903608,0.6776304,0.689831,0.32872674,0.3470279,0.5308019,0.45914966,0.5803895,0.5365784,0.6038817,0.48290914,0.6990785,0.4464494,0.45229185,0.7117719,0.4591425,0.26670477,0.340217,0.7974693,0.5971497,0.3551316,0.6114681,0.6694178,0.4315892,0.62930846,0.8464209,0.7688964,0.59168506,0.6866487
0.5345639,0.33183375,0.344128,0.43570107,0.41911417,0.6147523,0.5015341,0.3678959,0.46587223,0.47548988,0.37073788,0.14009415,0.61422974,0.48644358,0.451352,0.28901044,0.39941016,0.25896534,0.264157,0.4385751,0.41990238,0.5125161,0.33657765,0.48284724,0.019467026,0.2935122,0.3105781,0.2721804,0.68005884,0.33561814,0.33236924,0.3928967,0.47351265,0.48857385,0.5054294,0.43055153,0.3789698,0.45201138,0.2432306,0.5005802,0.27351177,0.32873034,0.280732,0.40880978,0.42056185,0.38898817,0.31565315,0.32728037,0.578165,0.4361233,0.26278338,0.4706992,0.59591055,0.078380644,0.3174386,0.006156161,0.5645377,0.47862214,0.51846945,0.47198665,0.5037747,0.41207182,0.41471967,0.35428926,0.10124402,0.63641745,0.23979202,0.43292564,0.22011568,0.48292297,0.4566225,0.30050898,0.5172365,0.3664949,0.5852681,0.39972317,0.19751509,0.31527698,0.62281865,0.5448603,0.3736143,0.47488952,0.43180883,0.43295413,0.2662143,0.6662598,0.17142133,0.32632485,0.11346572,0.5212968,0.33805218,0.36449406,0.32026875,0.27812994,0.58173597,0.44038936,0.22968763,0.44314307,0.50227684,0.158185
0.30085382,0.50704825,0.41478992,0.5259218,0.43793207,0.40963688,0.32797772,0.51481676,0.37047693,0.23086843,0.2790343,0.35063943,0.48850226,0.33782673,0.36164415,0.40856522,0.3374715,0.44791883,0.3901822,0.40423948,0.4674337,0.2674362,0.41225794,0.39694256,0.25361997,0.41621155,0.26147947,0.32876563,0.36388743,0.45257902,0.3846785,0.36319035,0.4872064,0.21636465,0.29346907,0.39698935,0.3268059,0.4476016,0.21132901,0.29211706,0.41708088,0.3252821,0.3436966,0.4397171,0.47562432,0.37366378,0.20211841,0.19072512,0.27618963,0.45970953,0.26539823,0.43029213,0.27635086,0.35973513,0.35619444,0.3519718,0.24133928,0.4515481,0.5536695,0.36216116,0.36180097,0.43143007,0.47754306,0.24896228,0.26479304,0.41914034,0.39272612,0.3275737,0.3131691,0.523946,0.34987095,0.29682493,0.5460502,0.25321984,0.49951535,0.2690854,0.3037679,0.37762424,0.21882963,0.5295214,0.33054322,0.38275048,0.23140007,0.15575922,0.44087607,0.5505501,0.36545527,0.27741498,0.3681038,0.41539907,0.38864696,0.32731646,0.40962607,0.4382791,0.33087996,0.45131582,0.21670793,0.43878937,0.45141098,0.35963443
0.27178085,0.50423723,0.3143252,0.32420006,0.5437738,0.17847279,0.42396465,0.48501325,0.657409,0.60717064,0.7710275,0.31180346,0.411345,0.7106056,0.64744854,0.49497122,0.4419036,0.57307076,0.62733734,0.27689502,0.87290716,0.630463,0.39927357,0.5855652,0.56824934,0.68418276,0.91035885,0.489505,0.7435528,0.6701486,0.54867005,0.701737,0.8116161,0.71271133,0.72395706,0.63769937,0.48578426,0.7171445,0.408714,0.6057268,0.1749751,0.9020331,0.5290794,0.49148226,0.5919372,0.14383176,0.5968232,0.8514739,0.67566645,0.735991,0.37843657,0.5332174,0.27856123,0.26647347,0.2889517,0.5350259,0.5032115,0.49668032,0.7089782,0.5820012,0.48154396,0.57749176,0.12807941,0.46171567,0.6389729,0.6401963,0.61359835,0.63102686,0.3526034,0.8597392,0.6688114,0.35429186,0.3767844,0.37381792,0.9467653,0.68377984,0.23454598,0.0528692,0.6023568,0.61503655,0.6198008,0.59614635,0.35875762,0.41618246,0.48983395,0.34221005,0.70521176,0.32974416,0.55300117,0.6138179,0.46715724,0.8125839,0.46843964,0.31600493,0.6319496,0.5966365,0.6702114,0.90595675,0.7560442,0.4936146
0.39617217,0.26103032,0.32278425,0.34721935,0.36611348,0.2965663,0.28645393,0.40298915,0.42074478,0.39586216,0.27387357,0.340775,0.52875334,0.3470648,0.63496906,0.38600957,0.5637832,0.29887852,0.63408744,0.33036518,0.47238234,0.48344713,0.3843842,0.3243087,0.44655487,0.5444852,0.59721076,0.45166934,0.4220558,0.2745264,0.39861262,0.4204923,0.4521377,0.2742579,0.2558018,0.46128887,0.1736994,0.48221877,0.36254817,0.4333631,0.5633878,0.5624358,0.28007406,0.33773077,0.46733996,0.24535906,0.60378253,0.13454618,0.4366109,0.5308408,0.27722272,0.52823675,0.3389182,0.5043891,0.46726942,0.2956601,0.3074512,0.46995413,0.35087597,0.32417738,0.46672326,0.4129616,0.27490944,0.55643755,0.54592586,0.4554963,0.58233905,0.52840626,0.1415782,0.55244124,0.5174037,0.37138534,0.58036363,0.5954641,0.47576123,0.37621284,0.2983303,0.33414036,0.42999113,0.35938334,0.5852654,0.39987683,0.15850645,0.3565048,0.23136908,0.3669194,0.28033864,0.2554665,0.38568795,0.4383805,0.48936293,0.3829437,0.38283682,0.47692138,0.45869452,0.47201556,0.4459657,0.41756138,0.42271113,0.5154377
0.7425256,0.31325686,0.40784365,0.5782455,0.5737505,0.7818301,0.28214708,0.5959669,0.6779479,0.42392668,0.5363231,0.60333,0.4425212,0.29910856,0.36351287,0.3181663,0.8655315,0.598846,0.7357719,0.6273962,0.56456363,0.5302228,0.57500815,0.63361996,0.42882606,0.6640132,0.51379853,0.70566493,0.5293051,0.5161074,0.69929117,0.4018609,0.58692336,0.6041777,0.5616559,0.36264807,0.8012229,0.3991662,0.42203248,0.6111561,0.4078011,0.196809,0.624075,0.6944864,0.3301615,0.67404175,0.4564852,0.38082904,0.5268631,0.8670554,0.17431523,0.670061,0.57078266,0.46085864,0.395805,0.7816158,0.3613364,0.4342902,0.45620823,0.6492459,0.63734204,0.6950239,0.7985505,0.51096356,0.52270746,0.6230596,1.0130079,0.3502599,0.6157505,0.8665141,0.7680343,0.6251556,0.7038249,0.5064661,0.459323,0.312747,0.4240788,0.42711222,0.6675929,0.75081265,0.65930265,0.62863517,0.5302982,0.39969128,0.24218434,0.6513838,0.45252618,0.45838884,0.48237357,0.6021661,0.50145376,0.37853712,0.49836957,0.6232527,0.44660527,0.37564093,0.52438605,0.72020274,0.7216126,0.62392044
0.46374464,0.4901482,0.61568755,0.51018393,0.55026895,0.3885578,0.26997834,0.47983158,0.4502864,0.5298148,0.52371705,0.5063214,0.51457876,0.61622286,0.6504792,0.39127326,0.5287664,0.42662162,0.43569106,0.5145274,0.46951732,0.63929397,0.70539296,0.50214124,0.19213244,0.6350355,0.31384984,0.5590598,0.5890937,0.46835798,0.48401964,0.28751722,0.42706007,0.4398318,0.4622378,0.7763536,0.52922606,0.41226578,0.5126396,0.358861,0.3596782,0.47330368,0.64453024,0.60889244,0.5337655,0.3809005,0.63880503,0.71949196,0.49383372,0.64854395,0.6610254,0.35619813,0.5496194,0.4748149,0.5207013,0.70355755,0.6709331,0.5792876,0.24080174,0.51709265,0.4203418,0.39311016,0.65264547,0.4401476,0.658883,0.63281184,0.35240638,0.4223617,0.5195155,0.383677,0.37633485,0.5238765,0.6630556,0.31701988,0.45345366,0.4441096,0.41015938,0.50904053,0.6890111,0.33681655,0.58386153,0.40397206,0.37559283,0.58849156,0.43051663,0.67635673,0.48340547,0.3242451,0.4432697,0.5709837,0.45861837,0.38122213,0.590556,0.24639827,0.6503181,0.42962283,0.3965507,0.39964062,0.5991601,0.65310264
0.5206475,0.66573644,0.27007744,0.39690349,0.3814867,0.66491663,0.6167091,0.549866,0.6064781,0.13925242,0.4165003,0.37832907,0.60425913,0.13256504,0.30998954,0.49268138,0.006474197,0.4407624,0.3844394,0.140832,0.2533518,0.38001424,0.33366904,0.51769114,0.4962181,0.21431026,0.13582242,0.57464135,0.22609435,0.35154182,0.5097923,0.44992346,0.60808355,0.26912695,0.5104966,0.11706516,0.4599151,0.2000064,0.6017861,0.58054423,0.7845262,0.6218018,0.44626257,0.443955,0.34363812,0.64519477,0.32564053,0.47652984,0.3625641,0.0850116,0.3597537,0.44314587,0.17649654,0.49986184,0.34024397,0.46727118,0.3447476,0.43294418,0.21910727,0.44063663,0.66187006,0.55513704,0.30288112,0.42031276,0.6875631,0.14184318,0.58949935,0.5008583,0.47090864,0.24598059,0.52124393,0.7432446,0.28839672,0.55774254,0.2796507,0.21959919,0.47823757,0.46943182,0.62888557,0.275171,0.3201164,0.42054492,0.6494244,0.5448193,0.6959453,0.53736776,0.6651761,0.6488658,0.45107836,0.7406938,0.6843896,0.23620965,0.37256745,0.3310745,0.38269338,0.54789865,0.61099184,0.34101322,0.3053437,0.20955992
0.21495363,0.28432187,0.4138027,0.507683,0.23976658,0.35511214,0.11369559,0.19699803,0.34580794,0.40605313,0.401651,0.32700223,0.28231478,0.24519348,0.47046188,0.31862056,0.2707115,0.27551538,0.4979036,0.42525622,0.5585476,0.40105772,0.27163607,0.49174955,0.33143258,0.61241925,0.34915435,0.26742226,0.23124053,0.43611097,0.4951437,0.35839212,0.21528575,0.32387853,0.45184076,0.5727955,0.42151585,0.44473508,0.40295005,0.30342132,0.5409362,0.530683,0.3120981,0.37717962,0.48142597,0.43902898,0.390964,0.24971801,0.42477512,0.54934686,0.39822984,0.37543488,0.4210397,0.21079874,0.37246582,0.21571292,0.34107947,0.324851,0.23807973,0.25119877,0.3896144,0.30654025,0.42547196,0.47066623,0.521207,0.38680127,0.42099622,0.2619918,0.4172258,0.42151558,0.39148355,0.37759048,0.3487669,0.25606355,0.45849627,0.16099226,0.3396113,0.27331573,0.30132723,0.26466486,0.1361389,0.4510217,0.36318123,0.24737115,0.24591114,0.52893466,0.58332795,0.39353943,0.10966201,0.38083705,0.4235365,0.20258026,0.44476122,0.48006922,0.42638344,0.3304444,0.5633939,0.38419658,0.43675834,0.41272086
0.28231668,0.23397964,0.265843,0.31196144,0.2535424,0.21278332,0.23053253,0.34462285,0.3185078,0.24619652,0.38367772,0.3129313,0.29009867,0.2886732,0.25194213,0.24379471,0.4230171,0.297855,0.35147333,0.2547237,0.3887518,0.23463735,0.32331347,0.2782945,0.23296335,0.27212918,0.32951337,0.41025335,0.2700439,0.3849588,0.28249425,0.31323913,0.34923744,0.25204432,0.38420558,0.39418158,0.21014784,0.35047835,0.34913018,0.19289559,0.36478853,0.23513892,0.323303,0.34412453,0.40476033,0.21218702,0.2845341,0.20457682,0.29839644,0.35183683,0.31904653,0.2595846,0.264113,0.30690515,0.28092214,0.23933786,0.23105925,0.27489126,0.35645175,0.23901835,0.24841657,0.24556105,0.4804928,0.23053685,0.2050048,0.28260678,0.33113506,0.35085177,0.27096754,0.3062929,0.2742955,0.3213217,0.34451112,0.18493032,0.2980524,0.24572448,0.2413189,0.24578631,0.32195812,0.42961523,0.31163824,0.33276176,0.2908412,0.33528435,0.3251657,0.26596066,0.40462226,0.23801714,0.38542855,0.33592182,0.28624344,0.25470176,0.4123128,0.3063314,0.24239685,0.3679839,0.34423342,0.23966601,0.43029416,0.2683573
0.3073778,0.22188751,0.29040706,0.42789704,0.40110612,0.21424322,0.3412199,0.28835514,0.3093954,0.43598676,0.38586354,0.3414253,0.3422619,0.36096713,0.33157384,0.26118323,0.5030736,0.40209574,0.27815518,0.22073793,0.3726533,0.25319174,0.23881163,0.37219384,0.2661916,0.26318562,0.31670305,0.2739491,0.22835103,0.31769213,0.24410915,0.19427319,0.28919703,0.3072379,0.28616896,0.3450102,0.2513576,0.30521053,0.3867104,0.36053985,0.306759,0.18581186,0.30339453,0.3692491,0.27719337,0.38560057,0.2864133,0.33665782,0.24498613,0.5033861,0.3492912,0.2873525,0.3040246,0.3190991,0.25432977,0.34734026,0.38275582,0.33875337,0.23108448,0.3122988,0.2599343,0.36359376,0.37662798,0.35153633,0.2652736,0.32229188,0.2646034,0.2736627,0.33349806,0.39727747,0.27838817,0.28206494,0.29657498,0.27101725,0.3900799,0.26802605,0.24111228,0.37903774,0.3325803,0.35765484,0.42319664,0.39575857,0.26489255,0.39227998,0.22710428,0.31183225,0.2509448,0.26405817,0.24350506,0.2314967,0.23554243,0.22847308,0.41992253,0.34535584,0.22759476,0.3358718,0.2839448,0.23928732,0.2944024,0.337586
0.3423915,0.53267735,0.3840024,0.33390272,0.5495377,0.46985152,0.17684406,0.46166253,0.3188408,0.24391209,0.4322173,0.31847554,0.61354613,0.7556636,0.65429884,0.46082646,0.58714914,0.37311384,0.45746824,0.35184214,0.45619035,0.34744278,0.65349746,0.19892639,0.46912453,0.5862524,0.47493157,0.41666716,0.320071,0.54915565,0.28283185,0.2590971,0.28699273,0.654969,0.32028645,0.5568931,0.5138165,0.5947386,0.31784868,0.21037945,0.6515629,0.20989639,0.15382901,0.54863626,0.6441741,0.7084723,0.5596942,0.15262729,0.5531039,0.65239894,0.33891213,0.3770898,0.5255785,0.46652722,0.65125203,0.48765382,0.51369,0.09632018,0.3681432,0.35392845,0.5124775,0.41125506,0.6325046,0.3054586,0.43161315,0.5749045,0.48757914,0.24109349,0.3871705,0.72723234,0.3412516,0.39981788,0.6039432,0.71726644,0.26765192,0.32663906,0.46940392,0.4844271,0.07931724,0.456079,0.60712427,0.3841151,0.22339395,0.40160704,0.3046313,0.37925455,0.30551618,0.48739836,0.6424452,0.6350813,0.3136062,0.44679293,0.7061721,0.37275982,0.3938636,0.33100682,0.44660932,0.82342285,0.35419032,0.26179096
0.48032603,0.6457403,0.55677736,0.49809185,0.48410088,0.6222166,0.40616453,0.4518717,0.74212813,0.36752373,0.30994126,0.57557684,0.5172468,0.6415974,0.28990224,0.40116262,0.32752082,0.44046834,0.47089297,0.34653857,0.42876434,0.2735742,0.4242486,0.31526053,0.5869386,0.55616057,0.6961713,0.36474195,0.57627106,0.27153093,0.60643995,0.59504014,0.34937155,0.48676178,0.21532387,0.43788183,0.46666086,0.2255868,0.51961917,0.5542799,0.5038552,0.3188937,0.41017115,0.4272889,0.5062744,0.40216705,0.62599516,0.55644757,0.35864732,0.6037278,0.39483386,0.4822111,0.68260384,0.17586383,0.37795907,0.42646748,0.65813446,0.44774002,0.32584828,0.41792983,0.43340838,0.5525378,0.48560727,0.43266928,0.37220195,0.5559661,0.54006827,0.38306785,0.59754974,0.5619663,0.4898593,0.58445346,0.121694095,0.7538625,0.5265267,0.37826526,0.4770673,0.47480243,0.4479808,0.49624717,0.48352748,0.52734184,0.425399,0.22123486,0.17306119,0.46552563,0.1983999,0.672814,0.5232687,0.5050152,0.40348864,0.39328247,0.4986705,0.17299116,0.31917962,0.383639,0.7973706,0.6230092,0.7038751,0.4048599
