"seqname","start","end","strand","num_mutation","region","gene_symbol"
"CHR17",79804834,79804857,"-",1,"CDS","P4HB"
"CHR17",79804460,79804499,"-",1,"CDS","P4HB"
"CHR17",79818320,79818342,"-",2,"CDS","P4HB"
"CHR2",136872909,136872958,"-",5,"CDS","CXCR4"
"CHR2",136873256,136873266,"-",2,"CDS","CXCR4"
"CHR2",136872868,136872889,"-",2,"CDS","CXCR4"
"CHR2",136873209,136873229,"-",1,"CDS","CXCR4"
"CHR2",136872982,136873000,"-",1,"CDS","CXCR4"
"CHR2",136873442,136873465,"-",1,"CDS","CXCR4"
"CHR2",136872848,136872862,"-",1,"CDS","CXCR4"
"CHR2",136873294,136873316,"-",5,"CDS","CXCR4"
"CHR2",136873162,136873189,"-",2,"CDS","CXCR4"
"CHR2",136872598,136872620,"-",1,"CDS","CXCR4"
"CHR2",136872820,136872838,"-",1,"CDS","CXCR4"
"CHR1",27877498,27877529,"-",1,"CDS","AHDC1"
"CHR1",27874168,27874188,"-",2,"CDS","AHDC1"
"CHR1",27861359,27861378,"-",1,"3UTR","AHDC1"
"CHR1",27877915,27877940,"-",1,"CDS","AHDC1"
"CHR1",27861328,27861356,"-",1,"3UTR","AHDC1"
"CHR1",27875651,27875685,"-",2,"CDS","AHDC1"
"CHR1",27873796,27873822,"-",1,"3UTR","AHDC1"
"CHR1",27878177,27878195,"-",2,"CDS","AHDC1"
"CHR1",27878013,27878029,"-",1,"CDS","AHDC1"
"CHR1",27877588,27877642,"-",1,"CDS","AHDC1"
"CHR1",27875177,27875193,"-",1,"CDS","AHDC1"
"CHR17",80401813,80401830,"-",2,"3UTR","C17orf62"
"CHR17",80401636,80401660,"-",1,"3UTR","C17orf62"
"CHR17",80401714,80401756,"-",6,"3UTR","C17orf62"
"CHR17",80401228,80401263,"-",2,"3UTR","C17orf62"
"CHR17",80400615,80400630,"-",1,"3UTR","C17orf62"
"CHR17",80401527,80401580,"-",1,"3UTR","C17orf62"
"CHR17",80401667,80401694,"-",5,"3UTR","C17orf62"
"CHR17",80400840,80400861,"-",3,"3UTR","C17orf62"
"CHR17",80400791,80400809,"-",1,"3UTR","C17orf62"
"CHR17",80401758,80401787,"-",4,"3UTR","C17orf62"
"CHR17",80400727,80400751,"-",4,"3UTR","C17orf62"
"CHR14",100758190,100758230,"-",7,"3UTR","SLC25A29"
"CHR14",100757484,100757504,"-",1,"3UTR","SLC25A29"
"CHR14",100757758,100757810,"-",1,"3UTR","SLC25A29"
"CHR14",100758612,100758633,"-",1,"3UTR","SLC25A29"
"CHR14",100758072,100758105,"-",2,"3UTR","SLC25A29"
"CHR14",100758290,100758310,"-",1,"3UTR","SLC25A29"
"CHR14",100758670,100758721,"-",2,"CDS","SLC25A29"
"CHR14",100758747,100758770,"-",2,"CDS","SLC25A29"
"CHR14",100758589,100758611,"-",1,"3UTR","SLC25A29"
"CHR14",100758161,100758187,"-",5,"3UTR","SLC25A29"
"CHR14",100758315,100758335,"-",2,"3UTR","SLC25A29"
"CHR7",43916853,43916882,"-",1,"CDS","URGCP"
"CHR7",43915973,43916004,"-",1,"3UTR","URGCP"
"CHR7",43916717,43916735,"-",1,"CDS","URGCP"
"CHR7",43917014,43917035,"-",1,"CDS","URGCP"
"CHR7",43915585,43915618,"-",3,"3UTR","URGCP"
"CHR7",43918406,43918421,"-",1,"CDS","URGCP"
"CHR7",43918365,43918391,"-",1,"CDS","URGCP"
"CHR7",43918147,43918164,"-",1,"CDS","URGCP"
"CHR7",43918461,43918489,"-",2,"CDS","URGCP"
"CHR7",43918040,43918069,"-",3,"CDS","URGCP"
"CHR7",43915665,43915691,"-",1,"3UTR","URGCP"
"CHR22",44681485,44681515,"-",1,"CDS","KIAA1644"
"CHR22",44643592,44643610,"-",1,"3UTR","KIAA1644"
"CHR22",44681531,44681549,"-",2,"CDS","KIAA1644"
"CHR22",44645315,44645346,"-",2,"3UTR","KIAA1644"
"CHR22",44645278,44645299,"-",1,"3UTR","KIAA1644"
"CHR22",44639763,44639778,"-",1,"3UTR","KIAA1644"
"CHR22",44645511,44645535,"-",1,"3UTR","KIAA1644"
"CHR22",44643551,44643561,"-",1,"3UTR","KIAA1644"
"CHR22",44642765,44642800,"-",1,"3UTR","KIAA1644"
"CHR22",44643179,44643195,"-",1,"3UTR","KIAA1644"
"CHR22",44645404,44645431,"-",3,"3UTR","KIAA1644"
"CHR19",17213344,17213367,"+",1,"CDS","MYO9B"
"CHR19",17216659,17216673,"+",1,"Intron","MYO9B"
"CHR19",17212780,17212794,"+",3,"CDS","MYO9B"
"CHR19",17323312,17323341,"+",1,"3UTR","MYO9B"
"CHR19",17323766,17323808,"+",5,"3UTR","MYO9B"
"CHR19",17212659,17212694,"+",5,"CDS","MYO9B"
"CHR19",17323601,17323622,"+",1,"3UTR","MYO9B"
"CHR19",17212602,17212656,"+",1,"CDS","MYO9B"
"CHR19",17212970,17212990,"+",2,"CDS","MYO9B"
"CHR19",17323504,17323525,"+",3,"3UTR","MYO9B"
"CHR19",17324016,17324047,"+",2,"3UTR","MYO9B"
"CHR4",7764993,7765006,"-",3,"3UTR","AFAP1"
"CHR4",7764441,7764452,"-",1,"3UTR","AFAP1"
"CHR4",7764963,7764982,"-",3,"3UTR","AFAP1"
"CHR4",7763979,7764007,"-",1,"3UTR","AFAP1"
"CHR4",7765350,7765370,"-",1,"3UTR","AFAP1"
"CHR4",7765468,7765493,"-",1,"3UTR","AFAP1"
"CHR4",7764674,7764691,"-",1,"3UTR","AFAP1"
"CHR4",7765420,7765454,"-",1,"3UTR","AFAP1"
"CHR4",7765061,7765086,"-",2,"3UTR","AFAP1"
"CHR4",7764929,7764948,"-",1,"3UTR","AFAP1"
"CHR4",7765161,7765193,"-",6,"3UTR","AFAP1"
"CHR17",1628132,1628179,"+",1,"5UTR","WDR81"
"CHR17",1628440,1628460,"+",1,"CDS","WDR81"
"CHR17",1638974,1638996,"+",1,"CDS","WDR81"
"CHR17",1630646,1630658,"+",1,"CDS","WDR81"
"CHR17",1631554,1631569,"+",1,"CDS","WDR81"
"CHR17",1630024,1630042,"+",3,"CDS","WDR81"
"CHR17",1630061,1630077,"+",1,"CDS","WDR81"
"CHR17",1636975,1637019,"+",1,"CDS","WDR81"
"CHR17",1628918,1628943,"+",1,"CDS","WDR81"
"CHR17",1637051,1637074,"+",2,"CDS","WDR81"
"CHR17",1637032,1637047,"+",1,"CDS","WDR81"
"CHR11",9161187,9161211,"-",3,"3UTR","DENND5A"
"CHR11",9160866,9160881,"-",1,"3UTR","DENND5A"
"CHR11",9161143,9161171,"-",3,"3UTR","DENND5A"
"CHR11",9225728,9225757,"-",1,"CDS","DENND5A"
"CHR11",9225294,9225312,"-",1,"CDS","DENND5A"
"CHR11",9286517,9286545,"-",1,"CDS","DENND5A"
"CHR11",9161383,9161399,"-",1,"CDS","DENND5A"
"CHR11",9160381,9160392,"-",1,"3UTR","DENND5A"
"CHR11",9225408,9225467,"-",1,"CDS","DENND5A"
"CHR11",9199864,9199878,"-",1,"CDS","DENND5A"
"CHR11",9225376,9225388,"-",1,"CDS","DENND5A"
"CHR19",3381967,3381998,"+",1,"CDS","NFIC"
"CHR19",3464688,3464757,"+",1,"3UTR","NFIC"
"CHR19",3464074,3464104,"+",1,"3UTR","NFIC"
"CHR19",3434291,3434332,"+",1,"CDS","NFIC"
"CHR19",3463189,3463277,"+",3,"3UTR","NFIC"
"CHR19",3463495,3463551,"+",3,"3UTR","NFIC"
"CHR19",3464785,3464803,"+",2,"3UTR","NFIC"
"CHR19",3463032,3463091,"+",1,"3UTR","NFIC"
"CHR19",3434344,3434377,"+",1,"CDS","NFIC"
"CHR19",3464980,3465038,"+",5,"3UTR","NFIC"
"CHR19",3381865,3381910,"+",2,"CDS","NFIC"
"CHR1",154989331,154989357,"+",2,"3UTR","ZBTB7B"
"CHR1",154987251,154987295,"+",2,"CDS","ZBTB7B"
"CHR1",154987453,154987517,"+",1,"CDS","ZBTB7B"
"CHR1",154989585,154989607,"+",11,"3UTR","ZBTB7B"
"CHR1",154988781,154988803,"+",1,"CDS","ZBTB7B"
"CHR1",154988951,154988982,"+",3,"CDS","ZBTB7B"
"CHR1",154990550,154990586,"+",1,"3UTR","ZBTB7B"
"CHR1",154988997,154989032,"+",6,"CDS","ZBTB7B"
"CHR1",154989139,154989159,"+",9,"3UTR","ZBTB7B"
"CHR1",154989165,154989207,"+",4,"3UTR","ZBTB7B"
"CHR1",154990528,154990544,"+",1,"3UTR","ZBTB7B"
"CHR2",46611762,46611779,"+",1,"CDS","EPAS1"
"CHR2",46607366,46607390,"+",5,"CDS","EPAS1"
"CHR2",46611805,46611827,"+",3,"3UTR","EPAS1"
"CHR2",46611671,46611680,"+",1,"CDS","EPAS1"
"CHR2",46524639,46524667,"+",1,"5UTR","EPAS1"
"CHR2",46611705,46611734,"+",2,"CDS","EPAS1"
"CHR2",46524777,46524786,"+",1,"5UTR","EPAS1"
"CHR2",46613689,46613705,"+",2,"3UTR","EPAS1"
"CHR2",46608785,46608805,"+",2,"CDS","EPAS1"
"CHR2",46524798,46524826,"+",2,"5UTR","EPAS1"
"CHR2",46607400,46607414,"+",2,"CDS","EPAS1"
"CHR12",6493469,6493496,"+",1,"5UTR","LTBR"
"CHR12",6499866,6499885,"+",1,"CDS","LTBR"
"CHR12",6493535,6493559,"+",2,"CDS","LTBR"
"CHR12",6499379,6499394,"+",1,"CDS","LTBR"
"CHR12",6500348,6500371,"+",2,"3UTR","LTBR"
"CHR12",6499961,6500008,"+",1,"CDS","LTBR"
"CHR12",6494460,6494473,"+",2,"CDS","LTBR"
"CHR12",6494209,6494229,"+",2,"CDS","LTBR"
"CHR12",6500198,6500284,"+",94,"3UTR","LTBR"
"CHR12",6500071,6500102,"+",2,"3UTR","LTBR"
"CHR12",6497634,6497670,"+",1,"CDS","LTBR"
"CHR8",128753164,128753187,"+",4,"CDS","MYC"
"CHR8",128751035,128751046,"+",2,"CDS","MYC"
"CHR8",128752847,128752889,"+",6,"CDS","MYC"
"CHR8",128748781,128748821,"+",2,"5UTR","MYC"
"CHR8",128752798,128752819,"+",1,"CDS","MYC"
"CHR8",128753024,128753046,"+",1,"CDS","MYC"
"CHR8",128753351,128753363,"+",1,"3UTR","MYC"
"CHR8",128752823,128752838,"+",1,"CDS","MYC"
"CHR8",128750567,128750625,"+",2,"CDS","MYC"
"CHR8",128751154,128751173,"+",4,"CDS","MYC"
"CHR8",128753086,128753095,"+",2,"CDS","MYC"
"CHR9",137329717,137329745,"+",2,"3UTR","RXRA"
"CHR9",137329627,137329667,"+",1,"3UTR","RXRA"
"CHR9",137328684,137328732,"+",1,"3UTR","RXRA"
"CHR9",137329209,137329231,"+",2,"3UTR","RXRA"
"CHR9",137328524,137328540,"+",1,"3UTR","RXRA"
"CHR9",137309111,137309137,"+",1,"CDS","RXRA"
"CHR9",137332295,137332307,"+",1,"3UTR","RXRA"
"CHR9",137328431,137328464,"+",1,"3UTR","RXRA"
"CHR9",137330824,137330839,"+",1,"3UTR","RXRA"
"CHR9",137330798,137330821,"+",1,"3UTR","RXRA"
"CHR9",137328555,137328575,"+",3,"3UTR","RXRA"
"CHR1",113456701,113456714,"-",3,"CDS","SLC16A1"
"CHR1",113460116,113460138,"-",11,"CDS","SLC16A1"
"CHR1",113498729,113498787,"-",1,"5UTR","SLC16A1"
"CHR1",113456548,113456583,"-",2,"CDS","SLC16A1"
"CHR1",113460056,113460084,"-",1,"CDS","SLC16A1"
"CHR1",113456448,113456462,"-",2,"3UTR","SLC16A1"
"CHR1",113460521,113460544,"-",3,"CDS","SLC16A1"
"CHR1",113460102,113460114,"-",5,"CDS","SLC16A1"
"CHR1",113460272,113460304,"-",1,"CDS","SLC16A1"
"CHR1",113460022,113460037,"-",1,"CDS","SLC16A1"
"CHR1",113455498,113455511,"-",1,"3UTR","SLC16A1"
"CHR2",202899410,202899422,"+",1,"CDS","FZD7"
"CHR2",202901243,202901252,"+",2,"3UTR","FZD7"
"CHR2",202900221,202900252,"+",2,"CDS","FZD7"
"CHR2",202901008,202901031,"+",1,"CDS","FZD7"
"CHR2",202900631,202900651,"+",1,"CDS","FZD7"
"CHR2",202899850,202899904,"+",1,"CDS","FZD7"
"CHR2",202900329,202900385,"+",1,"CDS","FZD7"
"CHR2",202899819,202899847,"+",1,"CDS","FZD7"
"CHR2",202899427,202899436,"+",1,"CDS","FZD7"
"CHR2",202899554,202899614,"+",2,"CDS","FZD7"
"CHR2",202899499,202899524,"+",1,"CDS","FZD7"
"CHR17",77809164,77809197,"-",2,"CDS","CBX4"
"CHR17",77807488,77807521,"-",1,"3UTR","CBX4"
"CHR17",77807602,77807615,"-",1,"3UTR","CBX4"
"CHR17",77807974,77808032,"-",5,"CDS","CBX4"
"CHR17",77808040,77808059,"-",1,"CDS","CBX4"
"CHR17",77808855,77808879,"-",1,"CDS","CBX4"
"CHR17",77807538,77807562,"-",4,"3UTR","CBX4"
"CHR17",77807753,77807770,"-",1,"3UTR","CBX4"
"CHR17",77808694,77808719,"-",1,"CDS","CBX4"
"CHR17",77807866,77807941,"-",4,"CDS","CBX4"
"CHR17",77807565,77807593,"-",8,"3UTR","CBX4"
"CHR10",73770536,73770556,"+",1,"3UTR","CHST3"
"CHR10",73767952,73767989,"+",1,"CDS","CHST3"
"CHR10",73767252,73767294,"+",1,"CDS","CHST3"
"CHR10",73770638,73770661,"+",29,"3UTR","CHST3"
"CHR10",73768492,73768507,"+",1,"3UTR","CHST3"
"CHR10",73770150,73770162,"+",1,"3UTR","CHST3"
"CHR10",73769158,73769187,"+",2,"3UTR","CHST3"
"CHR10",73771548,73771559,"+",1,"3UTR","CHST3"
"CHR10",73768536,73768547,"+",1,"3UTR","CHST3"
"CHR10",73765621,73765650,"+",1,"CDS","CHST3"
"CHR10",73768970,73768987,"+",1,"3UTR","CHST3"
"CHR19",5691896,5691913,"-",2,"3UTR","LONP1"
"CHR19",5691877,5691895,"-",4,"3UTR","LONP1"
"CHR19",5696274,5696295,"-",1,"CDS","LONP1"
"CHR19",5705825,5705843,"-",1,"CDS","LONP1"
"CHR19",5720007,5720029,"-",1,"CDS","LONP1"
"CHR19",5696083,5696104,"-",1,"CDS","LONP1"
"CHR19",5696346,5696379,"-",1,"CDS","LONP1"
"CHR19",5693432,5693457,"-",1,"CDS","LONP1"
"CHR19",5692094,5692129,"-",1,"CDS","LONP1"
"CHR19",5696683,5696716,"-",1,"CDS","LONP1"
"CHR19",5694420,5694443,"-",1,"CDS","LONP1"
"CHR10",102121952,102121982,"+",1,"3UTR","SCD"
"CHR10",102122710,102122723,"+",1,"3UTR","SCD"
"CHR10",102120519,102120538,"+",2,"CDS","SCD"
"CHR10",102106933,102106949,"+",1,"5UTR","SCD"
"CHR10",102121323,102121351,"+",1,"3UTR","SCD"
"CHR10",102123004,102123033,"+",4,"3UTR","SCD"
"CHR10",102123265,102123290,"+",4,"3UTR","SCD"
"CHR10",102123684,102123701,"+",1,"3UTR","SCD"
"CHR10",102124288,102124299,"+",1,"3UTR","SCD"
"CHR10",102123297,102123324,"+",4,"3UTR","SCD"
"CHR10",102116297,102116310,"+",1,"CDS","SCD"
"CHR19",18391722,18391769,"-",1,"CDS","JUND"
"CHR19",18391493,18391518,"-",1,"CDS","JUND"
"CHR19",18390925,18390949,"-",1,"3UTR","JUND"
"CHR19",18391000,18391017,"-",3,"3UTR","JUND"
"CHR19",18392001,18392021,"-",1,"CDS","JUND"
"CHR19",18391643,18391668,"-",11,"CDS","JUND"
"CHR19",18391589,18391625,"-",6,"CDS","JUND"
"CHR19",18391080,18391119,"-",1,"3UTR","JUND"
"CHR19",18391032,18391058,"-",1,"3UTR","JUND"
"CHR19",18391152,18391186,"-",7,"3UTR","JUND"
"CHR19",18391670,18391715,"-",2,"CDS","JUND"
"CHR19",47281983,47282023,"-",2,"CDS","SLC1A5"
"CHR19",47278607,47278631,"-",1,"3UTR","SLC1A5"
"CHR19",47291055,47291100,"-",2,"CDS","SLC1A5"
"CHR19",47290810,47290834,"-",3,"CDS","SLC1A5"
"CHR19",47291104,47291139,"-",1,"CDS","SLC1A5"
"CHR19",47278892,47278920,"-",1,"CDS","SLC1A5"
"CHR19",47278682,47278712,"-",2,"3UTR","SLC1A5"
"CHR19",47280585,47280597,"-",1,"CDS","SLC1A5"
"CHR19",47290923,47290943,"-",1,"CDS","SLC1A5"
"CHR19",47278464,47278476,"-",1,"3UTR","SLC1A5"
"CHR19",47291808,47291821,"-",1,"5UTR","SLC1A5"
"CHR11",2966724,2966737,"-",1,"3UTR","NAP1L4"
"CHR11",3012786,3012797,"-",1,"Intron","NAP1L4"
"CHR11",2966441,2966458,"-",5,"3UTR","NAP1L4"
"CHR11",2979700,2979722,"-",1,"CDS","NAP1L4"
"CHR11",2975783,2975792,"-",1,"CDS","NAP1L4"
"CHR11",2966467,2966487,"-",4,"3UTR","NAP1L4"
"CHR11",2965973,2966015,"-",1,"3UTR","NAP1L4"
"CHR11",2966141,2966155,"-",2,"3UTR","NAP1L4"
"CHR11",2966402,2966425,"-",1,"3UTR","NAP1L4"
"CHR11",2966552,2966610,"-",11,"3UTR","NAP1L4"
"CHR11",2966611,2966627,"-",1,"3UTR","NAP1L4"
"CHR5",137089523,137089539,"-",1,"CDS","HNRNPA0"
"CHR5",137089698,137089723,"-",1,"CDS","HNRNPA0"
"CHR5",137088547,137088565,"-",1,"3UTR","HNRNPA0"
"CHR5",137088053,137088067,"-",2,"3UTR","HNRNPA0"
"CHR5",137089597,137089631,"-",3,"CDS","HNRNPA0"
"CHR5",137088636,137088668,"-",5,"3UTR","HNRNPA0"
"CHR5",137089429,137089453,"-",1,"CDS","HNRNPA0"
"CHR5",137089482,137089506,"-",1,"CDS","HNRNPA0"
"CHR5",137088732,137088767,"-",1,"3UTR","HNRNPA0"
"CHR5",137089369,137089403,"-",1,"CDS","HNRNPA0"
"CHR5",137089651,137089676,"-",9,"CDS","HNRNPA0"
"CHR3",50392956,50392977,"-",1,"CDS","TMEM115"
"CHR3",50396402,50396421,"-",1,"CDS","TMEM115"
"CHR3",50396352,50396375,"-",1,"CDS","TMEM115"
"CHR3",50395922,50395938,"-",2,"CDS","TMEM115"
"CHR3",50392552,50392594,"-",2,"3UTR","TMEM115"
"CHR3",50396548,50396581,"-",2,"5UTR","TMEM115"
"CHR3",50392603,50392626,"-",3,"3UTR","TMEM115"
"CHR3",50392428,50392452,"-",2,"3UTR","TMEM115"
"CHR3",50396332,50396351,"-",3,"CDS","TMEM115"
"CHR3",50396077,50396114,"-",1,"CDS","TMEM115"
"CHR3",50395679,50395690,"-",1,"CDS","TMEM115"
"CHR7",2770336,2770365,"-",3,"3UTR","GNA12"
"CHR7",2768483,2768502,"-",1,"3UTR","GNA12"
"CHR7",2770582,2770614,"-",2,"3UTR","GNA12"
"CHR7",2770391,2770411,"-",2,"3UTR","GNA12"
"CHR7",2769657,2769689,"-",1,"3UTR","GNA12"
"CHR7",2770022,2770066,"-",1,"3UTR","GNA12"
"CHR7",2768649,2768662,"-",1,"3UTR","GNA12"
"CHR7",2770617,2770649,"-",4,"3UTR","GNA12"
"CHR7",2769074,2769094,"-",2,"3UTR","GNA12"
"CHR7",2768397,2768424,"-",1,"3UTR","GNA12"
"CHR7",2768364,2768392,"-",4,"3UTR","GNA12"
"CHR9",123550363,123550410,"-",1,"CDS","FBXW2"
"CHR9",123526918,123526933,"-",1,"CDS","FBXW2"
"CHR9",123550229,123550245,"-",7,"CDS","FBXW2"
"CHR9",123526734,123526756,"-",1,"3UTR","FBXW2"
"CHR9",123550270,123550282,"-",1,"CDS","FBXW2"
"CHR9",123526791,123526811,"-",5,"3UTR","FBXW2"
"CHR9",123538375,123538409,"-",1,"CDS","FBXW2"
"CHR9",123550296,123550318,"-",16,"CDS","FBXW2"
"CHR9",123526812,123526829,"-",3,"3UTR","FBXW2"
"CHR9",123550180,123550208,"-",4,"CDS","FBXW2"
"CHR9",123538456,123538480,"-",2,"CDS","FBXW2"
"CHR16",68293823,68293862,"+",4,"3UTR","PLA2G15"
"CHR16",68294160,68294181,"+",1,"3UTR","PLA2G15"
"CHR16",68294302,68294318,"+",1,"3UTR","PLA2G15"
"CHR16",68293244,68293284,"+",2,"CDS","PLA2G15"
"CHR16",68293674,68293704,"+",1,"3UTR","PLA2G15"
"CHR16",68294200,68294223,"+",1,"3UTR","PLA2G15"
"CHR16",68294323,68294344,"+",1,"3UTR","PLA2G15"
"CHR16",68293743,68293765,"+",2,"3UTR","PLA2G15"
"CHR16",68293956,68293998,"+",3,"3UTR","PLA2G15"
"CHR16",68293582,68293611,"+",4,"3UTR","PLA2G15"
"CHR16",68294471,68294493,"+",1,"3UTR","PLA2G15"
"CHR19",50412346,50412364,"-",2,"CDS","NUP62"
"CHR19",50410234,50410253,"-",1,"3UTR","NUP62"
"CHR19",50412899,50412923,"-",2,"CDS","NUP62"
"CHR19",50411207,50411240,"-",1,"3UTR","NUP62"
"CHR19",50432617,50432637,"-",1,"5UTR","NUP62"
"CHR19",50413094,50413141,"-",2,"5UTR","NUP62"
"CHR19",50411836,50411850,"-",1,"CDS","NUP62"
"CHR19",50412236,50412335,"-",1,"CDS","NUP62"
"CHR19",50411729,50411756,"-",38,"CDS","NUP62"
"CHR19",50413041,50413066,"-",1,"CDS","NUP62"
"CHR19",50412018,50412049,"-",1,"CDS","NUP62"
"CHR16",70603986,70603996,"+",1,"CDS","SF3B3"
"CHR16",70605894,70605904,"+",1,"3UTR","SF3B3"
"CHR16",70582289,70582307,"+",2,"CDS","SF3B3"
"CHR16",70605028,70605046,"+",1,"CDS","SF3B3"
"CHR16",70605945,70605969,"+",1,"3UTR","SF3B3"
"CHR16",70594454,70594475,"+",1,"CDS","SF3B3"
"CHR16",70605681,70605703,"+",3,"CDS","SF3B3"
"CHR16",70562887,70562901,"+",2,"CDS","SF3B3"
"CHR16",70605619,70605650,"+",1,"CDS","SF3B3"
"CHR16",70605760,70605776,"+",1,"3UTR","SF3B3"
"CHR16",70605704,70605717,"+",2,"3UTR","SF3B3"
"CHR5",177022964,177023005,"+",1,"3UTR","TMED9"
"CHR5",177022788,177022803,"+",1,"3UTR","TMED9"
"CHR5",177019362,177019391,"+",1,"CDS","TMED9"
"CHR5",177019216,177019243,"+",4,"CDS","TMED9"
"CHR5",177022599,177022616,"+",1,"3UTR","TMED9"
"CHR5",177019581,177019609,"+",1,"CDS","TMED9"
"CHR5",177023014,177023052,"+",1,"3UTR","TMED9"
"CHR5",177020753,177020768,"+",1,"CDS","TMED9"
"CHR5",177020730,177020752,"+",5,"CDS","TMED9"
"CHR5",177022470,177022514,"+",5,"3UTR","TMED9"
"CHR5",177019295,177019308,"+",1,"CDS","TMED9"
"CHR17",79525708,79525719,"-",1,"3UTR","NPLOC4"
"CHR17",79525259,79525311,"-",2,"3UTR","NPLOC4"
"CHR17",79571613,79571642,"-",2,"CDS","NPLOC4"
"CHR17",79571686,79571698,"-",1,"CDS","NPLOC4"
"CHR17",79525823,79525846,"-",2,"3UTR","NPLOC4"
"CHR17",79525730,79525754,"-",2,"3UTR","NPLOC4"
"CHR17",79524970,79525007,"-",3,"3UTR","NPLOC4"
"CHR17",79526006,79526029,"-",1,"3UTR","NPLOC4"
"CHR17",79525852,79525865,"-",3,"3UTR","NPLOC4"
"CHR17",79526081,79526114,"-",1,"3UTR","NPLOC4"
"CHR17",79525027,79525058,"-",1,"3UTR","NPLOC4"
"CHR3",135870625,135870663,"-",1,"CDS","MSL2"
"CHR3",135871019,135871030,"-",1,"CDS","MSL2"
"CHR3",135871462,135871481,"-",1,"CDS","MSL2"
"CHR3",135870983,135871018,"-",3,"CDS","MSL2"
"CHR3",135914314,135914342,"-",1,"5UTR","MSL2"
"CHR3",135870933,135870950,"-",1,"CDS","MSL2"
"CHR3",135913907,135913930,"-",1,"CDS","MSL2"
"CHR3",135913943,135913963,"-",2,"CDS","MSL2"
"CHR3",135871384,135871398,"-",1,"CDS","MSL2"
"CHR3",135914210,135914233,"-",3,"5UTR","MSL2"
"CHR3",135871086,135871101,"-",2,"CDS","MSL2"
"CHR19",4793020,4793038,"+",1,"CDS","FEM1A"
"CHR19",4793905,4793936,"+",2,"3UTR","FEM1A"
"CHR19",4791798,4791816,"+",1,"5UTR","FEM1A"
"CHR19",4792979,4793006,"+",1,"CDS","FEM1A"
"CHR19",4793742,4793769,"+",2,"CDS","FEM1A"
"CHR19",4794411,4794429,"+",1,"3UTR","FEM1A"
"CHR19",4793428,4793441,"+",4,"CDS","FEM1A"
"CHR19",4794273,4794309,"+",2,"3UTR","FEM1A"
"CHR19",4791968,4792032,"+",1,"CDS","FEM1A"
"CHR19",4793071,4793123,"+",1,"CDS","FEM1A"
"CHR19",4793870,4793891,"+",1,"3UTR","FEM1A"
"CHR4",8229315,8229336,"+",9,"CDS","SH3TC1"
"CHR4",8230096,8230109,"+",1,"CDS","SH3TC1"
"CHR4",8229647,8229670,"+",2,"CDS","SH3TC1"
"CHR4",8229489,8229547,"+",2,"CDS","SH3TC1"
"CHR4",8228870,8228916,"+",4,"CDS","SH3TC1"
"CHR4",8230647,8230662,"+",1,"Intron","SH3TC1"
"CHR4",8242618,8242631,"+",1,"CDS","SH3TC1"
"CHR4",8234754,8234772,"+",1,"Intron","SH3TC1"
"CHR4",8229679,8229717,"+",2,"CDS","SH3TC1"
"CHR4",8230033,8230068,"+",1,"CDS","SH3TC1"
"CHR4",8230145,8230157,"+",1,"CDS","SH3TC1"
"CHR9",139835337,139835374,"-",3,"3UTR","FBXW5"
"CHR9",139837064,139837099,"-",2,"CDS","FBXW5"
"CHR9",139837275,139837288,"-",1,"CDS","FBXW5"
"CHR9",139835410,139835443,"-",1,"CDS","FBXW5"
"CHR9",139835996,139836020,"-",5,"CDS","FBXW5"
"CHR9",139835058,139835127,"-",1,"3UTR","FBXW5"
"CHR9",139835574,139835595,"-",1,"CDS","FBXW5"
"CHR9",139835219,139835241,"-",1,"3UTR","FBXW5"
"CHR9",139835781,139835821,"-",1,"CDS","FBXW5"
"CHR9",139834908,139834938,"-",1,"3UTR","FBXW5"
"CHR9",139838588,139838607,"-",1,"Intron","FBXW5"
"CHR12",122218605,122218621,"-",1,"Intron","RHOF"
"CHR12",122217526,122217542,"-",1,"CDS","RHOF"
"CHR12",122217246,122217264,"-",2,"3UTR","RHOF"
"CHR12",122216447,122216460,"-",1,"3UTR","RHOF"
"CHR12",122217047,122217067,"-",1,"3UTR","RHOF"
"CHR12",122217307,122217386,"-",2,"3UTR","RHOF"
"CHR12",122218695,122218707,"-",1,"Intron","RHOF"
"CHR12",122217007,122217040,"-",1,"3UTR","RHOF"
"CHR12",122216835,122216876,"-",7,"3UTR","RHOF"
"CHR12",122216608,122216635,"-",19,"3UTR","RHOF"
"CHR12",122218722,122218736,"-",1,"Intron","RHOF"
"CHR19",50119160,50119191,"+",1,"CDS","PRR12"
"CHR19",50099081,50099096,"+",1,"CDS","PRR12"
"CHR19",50100643,50100672,"+",4,"CDS","PRR12"
"CHR19",50100452,50100475,"+",1,"CDS","PRR12"
"CHR19",50100821,50100854,"+",1,"CDS","PRR12"
"CHR19",50096589,50096602,"+",1,"CDS","PRR12"
"CHR19",50097779,50097791,"+",6,"CDS","PRR12"
"CHR19",50098004,50098025,"+",1,"CDS","PRR12"
"CHR19",50100613,50100636,"+",2,"CDS","PRR12"
"CHR19",50099559,50099597,"+",1,"CDS","PRR12"
"CHR19",50100897,50100934,"+",1,"CDS","PRR12"
"CHR17",76793483,76793522,"-",1,"3UTR","USP36"
"CHR17",76803551,76803584,"-",1,"CDS","USP36"
"CHR17",76803397,76803446,"-",1,"CDS","USP36"
"CHR17",76793283,76793295,"-",1,"3UTR","USP36"
